source,relation,target,evidence,source_url
油菜,HAS_PEST,叶螨,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
油菜,HAS_PEST,培育无病虫,选用商品性好、适合当地种植的抗病优良品种，培育无病虫健壮种苗,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
蔬菜,HAS_DISEASE,年园艺作物重大病,中国农业农村信息网_2025年园艺作物重大病虫害防控技术方案,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
蔬菜,HAS_DISEASE,年豇豆病,202 5 年豇豆病虫害绿色防控技术方案 为指导各地开展豇豆绿色生产，提高 豇豆病虫害绿色防控技术应用水平， 保障豇豆生产和质量安全， 特制定本方案,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
蔬菜,HAS_DISEASE,豇豆病,202 5 年豇豆病虫害绿色防控技术方案 为指导各地开展豇豆绿色生产，提高 豇豆病虫害绿色防控技术应用水平， 保障豇豆生产和质量安全， 特制定本方案,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
蔬菜,HAS_DISEASE,有效控制豇豆主要病,一、防控策略 贯彻“预防为主，综合防治”的植保方针，通过协调应用源头控制、健康栽培、生态调控、生物防治、理化诱控和科学用药等技术措施，有效控制豇豆主要病虫害，降低农药残留超标风险,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
蔬菜,HAS_DISEASE,主要病害有枯萎病,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
蔬菜,HAS_DISEASE,锈病,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
蔬菜,HAS_DISEASE,炭疽病,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
蔬菜,HAS_DISEASE,根腐病,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
蔬菜,HAS_DISEASE,白粉病,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
蔬菜,HAS_DISEASE,灰霉病,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
蔬菜,HAS_DISEASE,煤霉病,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
蔬菜,HAS_DISEASE,疫病,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
蔬菜,HAS_PEST,年园艺作物重大病虫,中国农业农村信息网_2025年园艺作物重大病虫害防控技术方案,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
蔬菜,HAS_PEST,年豇豆病虫,202 5 年豇豆病虫害绿色防控技术方案 为指导各地开展豇豆绿色生产，提高 豇豆病虫害绿色防控技术应用水平， 保障豇豆生产和质量安全， 特制定本方案,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
蔬菜,HAS_PEST,豇豆病虫,202 5 年豇豆病虫害绿色防控技术方案 为指导各地开展豇豆绿色生产，提高 豇豆病虫害绿色防控技术应用水平， 保障豇豆生产和质量安全， 特制定本方案,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
蔬菜,HAS_PEST,有效控制豇豆主要病虫,一、防控策略 贯彻“预防为主，综合防治”的植保方针，通过协调应用源头控制、健康栽培、生态调控、生物防治、理化诱控和科学用药等技术措施，有效控制豇豆主要病虫害，降低农药残留超标风险,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
蔬菜,HAS_PEST,害虫有蓟马,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
蔬菜,HAS_PEST,斑潜蝇,202 5 年设施蔬菜重要害虫生物防治技术方案 设施蔬菜害虫种类多，常年发生的主要有蚜虫、粉虱、蓟马、斑潜蝇、害螨和番茄潜叶蛾等，虫量大、世代重叠、抗药性高、危害重；偶发的有棉铃虫、甜菜夜蛾等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
蔬菜,HAS_PEST,豇豆荚螟,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
蔬菜,HAS_PEST,蚜虫,202 5 年设施蔬菜重要害虫生物防治技术方案 设施蔬菜害虫种类多，常年发生的主要有蚜虫、粉虱、蓟马、斑潜蝇、害螨和番茄潜叶蛾等，虫量大、世代重叠、抗药性高、危害重；偶发的有棉铃虫、甜菜夜蛾等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
蔬菜,HAS_PEST,甜菜夜蛾,202 5 年设施蔬菜重要害虫生物防治技术方案 设施蔬菜害虫种类多，常年发生的主要有蚜虫、粉虱、蓟马、斑潜蝇、害螨和番茄潜叶蛾等，虫量大、世代重叠、抗药性高、危害重；偶发的有棉铃虫、甜菜夜蛾等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
蔬菜,HAS_PEST,斜纹夜蛾,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
蔬菜,HAS_PEST,叶螨,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
蔬菜,HAS_PEST,培育无病虫,选用商品性好、适合当地种植的抗病优良品种，培育无病虫健壮种苗,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
高温,INCREASES_RISK_OF,年园艺作物重大病,中国农业农村信息网_2025年园艺作物重大病虫害防控技术方案,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
高温,INCREASES_RISK_OF,年豇豆病,202 5 年豇豆病虫害绿色防控技术方案 为指导各地开展豇豆绿色生产，提高 豇豆病虫害绿色防控技术应用水平， 保障豇豆生产和质量安全， 特制定本方案,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
高温,INCREASES_RISK_OF,豇豆病,202 5 年豇豆病虫害绿色防控技术方案 为指导各地开展豇豆绿色生产，提高 豇豆病虫害绿色防控技术应用水平， 保障豇豆生产和质量安全， 特制定本方案,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
高温,INCREASES_RISK_OF,有效控制豇豆主要病,一、防控策略 贯彻“预防为主，综合防治”的植保方针，通过协调应用源头控制、健康栽培、生态调控、生物防治、理化诱控和科学用药等技术措施，有效控制豇豆主要病虫害，降低农药残留超标风险,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
高温,INCREASES_RISK_OF,主要病害有枯萎病,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
高温,INCREASES_RISK_OF,锈病,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
高温,INCREASES_RISK_OF,炭疽病,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
高温,INCREASES_RISK_OF,根腐病,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
高温,INCREASES_RISK_OF,白粉病,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
高温,INCREASES_RISK_OF,灰霉病,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
高温,INCREASES_RISK_OF,煤霉病,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
高温,INCREASES_RISK_OF,疫病,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
高温,INCREASES_RISK_OF,年园艺作物重大病虫,中国农业农村信息网_2025年园艺作物重大病虫害防控技术方案,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
高温,INCREASES_RISK_OF,年豇豆病虫,202 5 年豇豆病虫害绿色防控技术方案 为指导各地开展豇豆绿色生产，提高 豇豆病虫害绿色防控技术应用水平， 保障豇豆生产和质量安全， 特制定本方案,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
高温,INCREASES_RISK_OF,豇豆病虫,202 5 年豇豆病虫害绿色防控技术方案 为指导各地开展豇豆绿色生产，提高 豇豆病虫害绿色防控技术应用水平， 保障豇豆生产和质量安全， 特制定本方案,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
高温,INCREASES_RISK_OF,有效控制豇豆主要病虫,一、防控策略 贯彻“预防为主，综合防治”的植保方针，通过协调应用源头控制、健康栽培、生态调控、生物防治、理化诱控和科学用药等技术措施，有效控制豇豆主要病虫害，降低农药残留超标风险,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
高温,INCREASES_RISK_OF,害虫有蓟马,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
高温,INCREASES_RISK_OF,斑潜蝇,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
高温,INCREASES_RISK_OF,豇豆荚螟,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
高温,INCREASES_RISK_OF,蚜虫,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
高温,INCREASES_RISK_OF,甜菜夜蛾,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
高温,INCREASES_RISK_OF,斜纹夜蛾,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
高温,INCREASES_RISK_OF,叶螨,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
高温,INCREASES_RISK_OF,培育无病虫,选用商品性好、适合当地种植的抗病优良品种，培育无病虫健壮种苗,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
低温,INCREASES_RISK_OF,年园艺作物重大病,中国农业农村信息网_2025年园艺作物重大病虫害防控技术方案,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
低温,INCREASES_RISK_OF,年豇豆病,202 5 年豇豆病虫害绿色防控技术方案 为指导各地开展豇豆绿色生产，提高 豇豆病虫害绿色防控技术应用水平， 保障豇豆生产和质量安全， 特制定本方案,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
低温,INCREASES_RISK_OF,豇豆病,202 5 年豇豆病虫害绿色防控技术方案 为指导各地开展豇豆绿色生产，提高 豇豆病虫害绿色防控技术应用水平， 保障豇豆生产和质量安全， 特制定本方案,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
低温,INCREASES_RISK_OF,有效控制豇豆主要病,一、防控策略 贯彻“预防为主，综合防治”的植保方针，通过协调应用源头控制、健康栽培、生态调控、生物防治、理化诱控和科学用药等技术措施，有效控制豇豆主要病虫害，降低农药残留超标风险,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
低温,INCREASES_RISK_OF,主要病害有枯萎病,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
低温,INCREASES_RISK_OF,锈病,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
低温,INCREASES_RISK_OF,炭疽病,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
低温,INCREASES_RISK_OF,根腐病,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
低温,INCREASES_RISK_OF,白粉病,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
低温,INCREASES_RISK_OF,灰霉病,（三）加强监测 设置蓝（粉）板监测蓟马，设置黄板或黑板监测 韭蛆 成虫，在低温高湿环境注意监测灰霉病，低洼积水区域注意监测疫病,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
低温,INCREASES_RISK_OF,煤霉病,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
低温,INCREASES_RISK_OF,疫病,（三）加强监测 设置蓝（粉）板监测蓟马，设置黄板或黑板监测 韭蛆 成虫，在低温高湿环境注意监测灰霉病，低洼积水区域注意监测疫病,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
低温,INCREASES_RISK_OF,年园艺作物重大病虫,中国农业农村信息网_2025年园艺作物重大病虫害防控技术方案,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
低温,INCREASES_RISK_OF,年豇豆病虫,202 5 年豇豆病虫害绿色防控技术方案 为指导各地开展豇豆绿色生产，提高 豇豆病虫害绿色防控技术应用水平， 保障豇豆生产和质量安全， 特制定本方案,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
低温,INCREASES_RISK_OF,豇豆病虫,202 5 年豇豆病虫害绿色防控技术方案 为指导各地开展豇豆绿色生产，提高 豇豆病虫害绿色防控技术应用水平， 保障豇豆生产和质量安全， 特制定本方案,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
低温,INCREASES_RISK_OF,有效控制豇豆主要病虫,一、防控策略 贯彻“预防为主，综合防治”的植保方针，通过协调应用源头控制、健康栽培、生态调控、生物防治、理化诱控和科学用药等技术措施，有效控制豇豆主要病虫害，降低农药残留超标风险,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
低温,INCREASES_RISK_OF,害虫有蓟马,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
低温,INCREASES_RISK_OF,斑潜蝇,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
低温,INCREASES_RISK_OF,豇豆荚螟,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
低温,INCREASES_RISK_OF,蚜虫,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
低温,INCREASES_RISK_OF,甜菜夜蛾,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
低温,INCREASES_RISK_OF,斜纹夜蛾,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
低温,INCREASES_RISK_OF,叶螨,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
低温,INCREASES_RISK_OF,培育无病虫,选用商品性好、适合当地种植的抗病优良品种，培育无病虫健壮种苗,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
降雨,INCREASES_RISK_OF,年园艺作物重大病,中国农业农村信息网_2025年园艺作物重大病虫害防控技术方案,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
降雨,INCREASES_RISK_OF,年豇豆病,202 5 年豇豆病虫害绿色防控技术方案 为指导各地开展豇豆绿色生产，提高 豇豆病虫害绿色防控技术应用水平， 保障豇豆生产和质量安全， 特制定本方案,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
降雨,INCREASES_RISK_OF,豇豆病,202 5 年豇豆病虫害绿色防控技术方案 为指导各地开展豇豆绿色生产，提高 豇豆病虫害绿色防控技术应用水平， 保障豇豆生产和质量安全， 特制定本方案,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
降雨,INCREASES_RISK_OF,有效控制豇豆主要病,一、防控策略 贯彻“预防为主，综合防治”的植保方针，通过协调应用源头控制、健康栽培、生态调控、生物防治、理化诱控和科学用药等技术措施，有效控制豇豆主要病虫害，降低农药残留超标风险,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
降雨,INCREASES_RISK_OF,主要病害有枯萎病,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
降雨,INCREASES_RISK_OF,锈病,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
降雨,INCREASES_RISK_OF,炭疽病,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
降雨,INCREASES_RISK_OF,根腐病,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
降雨,INCREASES_RISK_OF,白粉病,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
降雨,INCREASES_RISK_OF,灰霉病,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
降雨,INCREASES_RISK_OF,煤霉病,二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm
